,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
17,64,89.22659590054573,10.0,0.422985164854804,116.04482806791403,10.0,0.0036249375253300563,244.03389997097122,10.0,0.5898888328319096,225.97519184903175,1.0,0.2726953195309446,108.33797100191818,1.5,0.3130869995369778,1.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,17,0,dikesnet
18,89,97.74183090983432,1.5,0.1352567620311457,326.1558987323983,1.0,0.24176383673434965,157.56694323631558,1.0,0.37994923521183716,312.5889390596786,1.0,0.9769556957310553,204.88246366458867,1.5,0.6443155702529489,2.5,4.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,18,0,dikesnet
19,106,273.446600926104,10.0,0.27740977892907065,61.33977320787672,1.5,0.37401983912767445,343.0798024023158,1.5,0.98017077725953,201.4112336240132,10.0,0.709694521276104,247.70385228147728,1.0,0.028744921962782784,4.5,3.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,19,0,dikesnet
20,103,265.2944394736335,1.0,0.525602738183133,226.03235308208085,1.5,0.6274463654173631,46.249975034517284,1.5,0.79077525894583,83.8720250290557,10.0,0.9936388524284471,221.1073925220846,1.0,0.21560722171692825,4.5,3.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,20,0,dikesnet
21,86,147.29955047147945,1.5,0.7770021823145881,169.92527132894028,1.0,0.5372074934774124,303.7944014211765,1.0,0.19954998666306806,238.87466440275705,1.0,0.5893597795639537,52.1577852537353,1.5,0.651746681862652,3.5,4.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,21,0,dikesnet
22,80,116.10815982926317,1.5,0.2832972292922775,256.0580593639189,1.5,0.20901708369617675,215.81940690558315,10.0,0.4410593940573179,160.05340510431583,1.0,0.15487557434552562,133.6775556387612,1.5,0.7032402586182692,4.5,4.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,22,0,dikesnet
23,117,181.5173930705659,1.0,0.3105052494957924,98.31113072718034,1.5,0.303553686950419,43.48306103785352,1.0,0.7281445028491745,331.9026261822037,1.0,0.6639498078784332,101.5281433720241,1.5,0.08907654247708433,3.5,3.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,23,0,dikesnet
24,23,321.91559226072616,10.0,0.40774946008633994,143.09634857185614,1.0,0.3886514751056365,84.7588389080442,10.0,0.31322118740354704,68.0202429494705,1.0,0.13263016856925616,77.07975439875901,1.5,0.8024244747618111,2.5,3.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,24,0,dikesnet
25,40,48.830204131952264,1.0,0.7379861532238844,236.00881272746176,10.0,0.1857843139803586,154.65409778700155,10.0,0.3605791699630221,155.62819402456427,1.0,0.9267320348448396,243.59942736123006,1.0,0.13628029399944658,4.5,2.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,25,0,dikesnet
26,130,268.80354960282557,10.0,0.08060927268432948,321.0566224837884,1.0,0.7354330573988607,257.7417527734932,10.0,0.430924702079785,105.21170943323558,1.0,0.48566751756471593,251.36606781070907,1.5,0.6025518329796093,2.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,26,0,dikesnet
27,125,220.30567500304997,1.0,0.7856308745489311,346.65106490689345,1.0,0.6334296657890439,132.91139735351186,10.0,0.9307652120509428,193.32553902061113,1.5,0.5750936760564093,230.67329600839142,1.5,0.48907079606684895,2.5,3.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,27,0,dikesnet
28,17,153.88471991457388,1.0,0.07015765727406909,289.1968831908776,10.0,0.8856435389728061,346.8011042001725,1.5,0.8704772617070525,328.4253194651341,1.5,0.7849946739870359,201.38144820344903,1.5,0.577251143158752,2.5,1.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,28,0,dikesnet
29,42,312.32007953722933,1.5,0.9419661430173181,131.22175538655597,10.0,0.345700267388988,113.2408227111508,10.0,0.5099107022207158,339.17768242230244,10.0,0.7609675398529608,169.81769444583935,1.5,0.22105357742621376,2.5,2.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,29,0,dikesnet
30,6,283.27029028561014,1.5,0.20559162649407028,317.926375715606,10.0,0.13730952114950162,174.4655078952157,1.5,0.14939486754888737,137.98095566764258,1.5,0.6809272385164932,73.45658033862722,1.0,0.04689847033412498,2.5,2.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,30,0,dikesnet
31,118,72.2715600249051,10.0,0.15819915128427378,311.5927341058841,1.5,0.5695930122893733,262.3351258087609,10.0,0.5101514811321949,31.417506160417886,1.0,0.8208165176363412,36.19251103789341,1.0,0.9694008662170162,1.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,31,0,dikesnet
32,20,51.89612816594266,1.0,0.9931081566364268,240.32411478680365,1.0,0.39298354435461147,290.99029130323083,1.5,0.01274806632554141,250.90918736990685,1.0,0.4608114472088473,81.63117534458307,1.0,0.8694849071117671,1.5,3.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,32,0,dikesnet
33,66,331.9637303092432,10.0,0.011472709110803,137.09823000700692,1.0,0.8974024938919184,194.39087988650815,1.0,0.8622959082079775,168.81792358201673,1.5,0.9052351574223908,339.1209585294506,1.0,0.39188453859157557,4.5,4.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,33,0,dikesnet
34,92,292.4483429522711,1.0,0.23489712877546762,210.4890639757648,10.0,0.7014898258486586,322.7378816444244,1.5,0.38998663577274134,295.5909605085071,1.0,0.07119459109790155,56.8199045850185,1.5,0.03635440288295276,1.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,34,0,dikesnet
35,95,44.79512890656704,10.0,0.5461852944920598,119.93879017361994,10.0,0.08541090865142482,161.44758732311604,1.5,0.5928877888727601,242.01476968664593,1.5,0.28690185636862353,336.42982193668473,10.0,0.20851649726782215,3.5,3.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,35,0,dikesnet
36,10,289.80644598872476,1.0,0.35861435612899023,140.0339942892966,10.0,0.9804022039694638,339.8712947153052,1.0,0.8964847302121453,153.53008019115757,10.0,0.023523891446660915,120.51150066219707,1.5,0.9913464533030725,4.5,3.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,36,0,dikesnet
37,106,149.44052893420496,1.0,0.03226340759173256,185.6486349384495,10.0,0.14343164080318938,250.14068549080633,1.5,0.12999720627957523,197.10523847248436,1.5,0.3860432482520987,279.6006904560715,10.0,0.9279408063487986,4.5,2.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,37,0,dikesnet
38,25,223.06720128805904,1.5,0.17914453621335524,117.77642457354526,1.0,0.4100100244712196,66.7099090083886,10.0,0.8442786183655079,103.11732853505154,1.0,0.7924617609544964,78.07018941798854,1.5,0.6682415934457065,3.5,4.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,38,0,dikesnet
39,36,248.7983989105355,1.5,0.46790113495525226,177.75732094951698,1.0,0.04128018903039114,267.7926364680011,10.0,0.9256448760090854,84.57929121678124,10.0,0.9350558023436746,128.04226807593733,10.0,0.8423647466237506,1.5,2.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,39,0,dikesnet
40,29,119.62790373343914,1.0,0.14336375880229435,212.56153908288738,10.0,0.7685708142640809,309.04508918903554,10.0,0.22439312787270238,315.8228794892884,1.5,0.9674908164805835,62.14606370226064,1.5,0.5670284442954235,3.5,4.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,40,0,dikesnet
41,59,31.334477503294888,10.0,0.7223057445413944,43.65454962555216,10.0,0.8152093645848233,234.51576213562308,10.0,0.6451838134585415,119.68511026318649,1.5,0.8588220163655501,90.66035445731416,10.0,0.2846116269868347,1.5,1.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,41,0,dikesnet
42,27,235.41776537540778,1.5,0.7693513730310527,53.44569883178899,10.0,0.787449800282807,75.27459167425485,1.5,0.5343535171650082,48.271036702765436,1.0,0.5682889283162484,112.26641094181647,1.0,0.8931683441548178,2.5,2.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,42,0,dikesnet
43,128,164.4635495706843,1.5,0.02184940913459245,190.22381406046745,10.0,0.030973735073106405,190.29581691329645,10.0,0.5788752933692352,119.0271154795085,1.0,0.5248089491650278,32.814468693526734,10.0,0.06058573512073392,1.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,43,0,dikesnet
44,65,160.4090781133033,10.0,0.9628323406011244,165.65785289440842,1.5,0.7411673375052521,78.33095738155133,1.0,0.3291590027934187,213.25758926462018,1.5,0.4036744233383085,292.86412242702056,1.0,0.3345121941421677,4.5,4.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,44,0,dikesnet
45,51,272.180744084448,10.0,0.3729936534913821,39.41741357295017,1.5,0.25346986981173364,294.40259169931016,10.0,0.24561502021408388,146.02373088742527,1.5,0.08026067720648092,321.46348028192824,10.0,0.7428942140861657,4.5,1.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,45,0,dikesnet
46,81,259.321897824901,1.0,0.6870121880281365,301.7025311072576,1.5,0.06627736255156139,123.78541949131575,1.5,0.887160191556372,285.81904720810036,10.0,0.4189879762285703,344.6799351386588,1.5,0.17096454526661498,4.5,3.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,46,0,dikesnet
47,18,62.03637714013309,1.5,0.4890704811371687,58.65115535542334,10.0,0.28096867499008277,39.920803999642054,1.0,0.9657662465059899,303.7892091173378,10.0,0.4585926812569014,44.11006509767513,10.0,0.8340075346385496,2.5,2.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,47,0,dikesnet
48,122,207.52233893769278,10.0,0.9534185579099081,106.92334992375203,1.0,0.11923650908482832,136.32573351792033,10.0,0.5287547879658702,132.61831278220313,1.5,0.6361317163880704,299.5014112686454,10.0,0.9129391880394486,4.5,4.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,48,0,dikesnet
49,4,117.92304326030823,1.5,0.8310355312857955,32.60973190540825,1.0,0.440874109934334,296.6330746441513,1.5,0.48314158683463626,33.5189616915488,1.5,0.1984671698021916,285.5597740363802,1.5,0.7731252670292535,1.5,2.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,49,0,dikesnet
50,62,157.2065340578804,1.0,0.5592558989247622,313.2524960371855,1.0,0.1611659335017064,238.80226304961263,1.5,0.03194808778350848,281.33473163685784,10.0,0.8693452602061484,180.3226798125241,1.0,0.857882268115122,3.5,4.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,50,0,dikesnet
51,100,35.811732609047496,1.5,0.21165695731899362,220.36654131369346,1.0,0.7760391651674551,288.5620436612394,1.0,0.4045827269990219,271.3315198867931,1.5,0.7214280065720059,245.01411300839618,1.0,0.36790841163722493,2.5,3.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,51,0,dikesnet
52,96,345.8613297052587,1.0,0.39974582375571277,198.25798112821954,1.0,0.9313741596206485,36.97388584504559,1.0,0.21692846969236254,261.4814487971054,10.0,0.3480651227432224,317.2688970266281,1.0,0.6739067164540302,1.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,52,0,dikesnet
53,110,132.80464092871017,1.0,0.6207765481708764,133.3548436970645,1.0,0.8010561912056959,150.39275210466656,10.0,0.3386038535666252,140.94819041078676,10.0,0.6164464074867738,311.00808201720395,1.5,0.40764109169589907,1.5,1.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,53,0,dikesnet
54,97,185.10166774937497,10.0,0.7980430216867588,340.3799744592327,10.0,0.5036114047033211,53.049975362927725,1.0,0.4916947320486099,276.5708832233178,1.0,0.541606840963578,147.44399247110044,1.0,0.791965873904995,4.5,4.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,54,0,dikesnet
55,10,162.3672651431985,10.0,0.09624405283818839,298.28059716740336,1.5,0.0506502135684471,74.71953414840277,1.5,0.6790099453390008,257.6301682566026,1.0,0.2664790032833588,298.2688850859648,1.0,0.7375370055336509,1.5,4.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,55,0,dikesnet
56,111,214.27483152378332,1.0,0.6483861406106226,124.3140909547142,1.5,0.291110832951242,65.01996827879819,1.0,0.41903096376722604,345.09028762002066,1.0,0.3965994116094844,119.21114228019607,1.5,0.14519599030675154,2.5,1.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,56,0,dikesnet
57,16,124.41636246089928,1.0,0.33942511212429594,173.82969067886413,1.5,0.69381633064428,224.32604697616068,1.0,0.10654101348920918,49.79111606038202,1.0,0.801618377199788,278.40904704080145,10.0,0.9380271992478648,2.5,2.5,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,57,0,dikesnet
58,34,346.9113868361627,10.0,0.1967017572345645,329.1814029199421,1.5,0.9186992762395231,93.79656721833686,1.0,0.9955889931324181,37.81969731322715,10.0,0.4752948041143463,324.6998897795554,10.0,0.46243046538627053,1.5,1.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,58,0,dikesnet
59,41,210.58267350362212,10.0,0.6039539132514511,246.22095488281556,1.5,0.8244807135144295,215.1903013734617,1.0,0.822662073730431,276.01337202098034,1.5,0.7566909238586771,225.24992948888294,1.0,0.23739095692824122,1.5,3.5,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,59,0,dikesnet
60,85,252.85371573470576,1.0,0.5141529704988539,128.0645315851956,10.0,0.36176114597853093,182.23984266108602,1.5,0.3542223156999392,123.66009867642724,1.0,0.30898598232837005,232.27007590027057,1.5,0.9444180526900566,1.5,1.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,60,0,dikesnet
61,111,55.12302351804615,1.5,0.9776089557969935,70.49244038199161,1.5,0.9726357690956907,170.2832218381506,10.0,0.6607567824540399,206.57457275325643,1.0,0.713679176042263,143.49504075649776,10.0,0.7126731106432899,3.5,4.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,61,0,dikesnet
62,68,317.3483075093737,1.5,0.8711435321330601,66.76394912358658,1.0,0.4377900433916208,246.1430924183958,1.5,0.9439738579635988,175.9357934111872,10.0,0.6470962577612326,68.80967173356919,10.0,0.1052178686850201,2.5,2.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,62,0,dikesnet
63,12,129.69356234006602,10.0,0.1281629837490466,260.93675051355973,1.5,0.425400292072325,334.6417268698986,1.0,0.16321922499793468,94.8785855524447,10.0,0.22298441627217572,240.86398831625476,1.5,0.47153683713930383,1.5,1.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,63,0,dikesnet
64,72,80.562836112796,1.5,0.1625644513734488,207.95186488158268,10.0,0.6517866938589323,158.25281086583763,1.5,0.28787024234873104,80.97835622699014,10.0,0.43141915322787416,275.39642092103423,1.5,0.29672171704110395,1.5,4.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,64,0,dikesnet
65,8,232.02288359156472,10.0,0.49436804331703893,154.69589316160983,1.0,0.27557659008761015,255.66137678256965,10.0,0.07290458888021908,109.73537676418887,10.0,0.25420802411514803,342.46538970032697,1.0,0.8716524626188763,4.5,1.5,3.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,65,0,dikesnet
66,44,58.778271536879394,1.0,0.10254443595191232,46.3453404692941,10.0,0.027861520271447258,229.97459686400418,1.5,0.040712257728957195,193.14489857929243,10.0,0.5025035654850152,66.08557915861866,10.0,0.2510355747796279,2.5,1.5,2.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,2,2,7,7,0,7,5,7,3,4,2,10,3,3,66,0,dikesnet
