,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,7,7,0,7,2,0,1,7,1,10,0,7,4894662.768765202,419988513.65391135,0.0,179.47592371043606,0.0026670621110862066
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,3,1,0,0,0,2482881143.807494,102182295.30014056,0.0,0.0,2.215626800852069
79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,6,0,0,6,1,7,5,7,2,9,0,0,37006220.4252983,376645579.31088716,84600000.0,0.0,0.05323022693225906
80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,1997742615.7040138,41847942.60784305,84600000.0,132863.25187646082,0.2173109464783426
81,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2414739018.148703,35473096.26004906,115300000.0,0.0,2.871823758409956
82,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1783883875.375529,42592404.9374768,327000000.0,0.0,2.6181265496259294
83,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1544043583.1412845,6320800.309666242,912600000.0,50254.17781649715,0.544891683354765
84,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,1,2,0,7,0,0,668406458.329468,110867946.65924275,146000000.0,19118.68656314894,0.22396622465917854
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4539497937.673018,32724179.85197268,0.0,116255.79890639217,0.6172425629213604
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,1,4,2,0,0,0,3142618053.7248945,101533742.30954248,0.0,0.0,4.094540961122511
87,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,0,0,6,2,7,2,7,1,9,0,0,11184424.861634254,337291991.5272378,290400000.0,0.0,0.022959378576635874
88,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,2087466062.7553945,25433787.6012514,236500000.0,0.0,2.6498449792661467
89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,3039818303.568552,27724085.642938957,169200000.0,169416.36623496833,0.5360524345340596
90,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1567317926.953724,6320800.309666242,656500000.0,50856.84261856164,0.5618620855605203
91,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,4,0,0,0,1,0,5,4,3,7,0,0,108947286.45955428,151827273.89962885,1245700000.0,2844.3923354097024,0.062281979540501305
92,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,2,1,2,2,7,3,6,0,0,103102059.7348474,190536679.62103742,741100000.0,0.0,0.11103496572123445
93,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1680465432.7001376,20319063.206658736,485000000.0,0.0,1.8252374262186573
94,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,6,0,6,0,0,879072821.5969177,108327888.39758188,199900000.0,0.0,0.8069765478197287
95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3993618884.062218,28752695.323928736,30700000.0,0.0,3.030727194631974
96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,3182542962.616184,49257995.77356145,30700000.0,186220.03795321306,0.4839011531533114
97,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,2803553362.804057,22928006.72310114,460200000.0,0.0,4.1287978328498225
98,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0,1921212154.330312,43552648.91482809,146000000.0,0.0,1.8836366304060204
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,7,1,0,2,2,3,7,0,1,104255194.44401903,276223281.5187513,0.0,7357.731745325323,0.013441461415168936
100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,2,1,3,7,0,0,157703539.96443874,183875317.22179136,321100000.0,0.0,0.1998218457843622
101,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,1195477805.9173617,41367904.762624785,747000000.0,0.0,1.1720268501030413
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,2,1,0,0,0,2221519602.333026,82787120.50159821,0.0,116553.88988850593,0.40232376380165774
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4725877462.144936,34202711.611239396,0.0,0.0,4.307872320365641
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,4294669602.107505,36071242.182722464,0.0,0.0,3.3425645845113556
105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4,5,0,0,0,1971835573.5058694,60839741.7742486,84600000.0,0.0,1.760643120895037
106,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019737728.1076603,0.0,339000000.0,0.0,4.360658803593255
107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,3945400379.1512084,37341626.83153213,30700000.0,0.0,2.926425264677665
108,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2103088651.0355508,7332080.219521779,492600000.0,127485.5871660799,0.31882379219282003
109,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,3,7,1,0,6,0,0,6,4,5,9,0,0,39661294.540089786,350151316.13435423,61400000.0,1267.4590235911623,0.01414251179233797
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3071323272.054453,12857587.774250694,84600000.0,0.0,4.488342347645357
111,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,699189491.246561,31358014.39583997,1064500000.0,22171.957466411208,0.22773344650341415
112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0,2202992668.5357513,46491149.76151749,115300000.0,72967.95260992978,0.8903205132437456
113,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2787519413.0920267,17767801.395336673,327000000.0,155561.9561692224,0.49420554810129835
114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2950647682.7167745,67875930.1708763,30700000.0,182957.44265716197,0.46441000029041374
115,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,1,0,3,1,7,0,0,642841661.4533339,195544320.16332188,61400000.0,0.0,0.9746196522549173
116,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,3,0,0,3,0,0,6,0,3,0,5,0,192949053.3782028,131645414.57785712,1149100000.0,8028.317061575799,0.07686931454129266
117,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,0,0,621239537.8581467,63882379.49464709,977600000.0,0.0,0.5672924840283888
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5652513378.370264,13903423.98391871,0.0,0.0,6.075803964273529
119,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3850212876.7753696,11068771.68625446,61400000.0,48914.456376963906,1.043503643336904
120,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,2104001930.9403229,19742157.81013341,535300000.0,0.0,2.1966545078624975
121,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505566048.8363757,0.0,182600000.0,0.0,2.5986642508775883
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3273559409.026049,50498246.09435868,0.0,0.0,4.633854206184575
123,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,0,0,0,3850212876.7753696,33217918.813610718,61400000.0,0.0,2.8986212314914006
124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,1,2,1,0,0,0,2616286704.7704167,75757298.64581296,30700000.0,149629.43787267164,0.2769132705197483
125,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,3,0,0,0,3,0,0,3,0,0,2,2,3,7,0,0,122909171.43462183,141077486.85377303,912600000.0,4897.4195684545675,0.013065964772793143
126,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,7,0,0,405754932.8778572,79312710.98541483,638600000.0,12091.382093615004,0.134501353837583
127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4425724785.61034,0.0,30700000.0,0.0,3.9847214974375835
128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,3,4,0,3,6,6,0,5,7,5,9,0,0,46492352.76983692,371736338.841252,30700000.0,1386.5838289911967,0.01722958710196059
129,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,0,1365877940.4525845,61881638.71326314,333100000.0,0.0,1.3220129524429085
130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4221691917.7624664,26620087.93698693,30700000.0,59042.648391819195,1.3200204227408565
